"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Atria Group is a [[leading]] Scandinavian meat products group .","Atria Group is a [[run]] Scandinavian meat products group .",0.0010840892791748047,0.9996406435966492,2,1,2,88,"Successful"
"Elsewhere , the [[tendency]] is towards more [[developed]] packaging than before .","Elsewhere , the [[propensity]] is towards more [[modernise]] packaging than before .",0.0015140175819396973,0.012776851654052734,1,1,1,68,"Failed"
"Russian officials inspected the damage and [[gave]] the vessel [[permission]] to [[continue]] to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .","Russian officials inspected the damage and [[grant]] the vessel [[permit]] to [[extend]] to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",0.002391338348388672,0.5465221405029297,1,2,1,224,"Successful"
"` [[Very]] recommendable ' is the Nokian Z G2 according to the ` ADAC [[judgement]] ' in the latest summer tyre [[test]] of the German automobile association ADAC .","` [[identical]] recommendable ' is the Nokian Z G2 according to the ` ADAC [[mind]] ' in the latest summer tyre [[quiz]] of the German automobile association ADAC .",0.0008291006088256836,0.8994423747062683,2,1,2,107,"Successful"
"Atria chose the [[DeLight]] to attract consumers in the 25-45 age group to its Atria [[Fresh]] range of microwaveable meals .","Atria chose the [[transport]] to attract consumers in the 25-45 age group to its Atria [[brisk]] range of microwaveable meals .",0.00318831205368042,0.6257427334785461,1,2,1,142,"Successful"
"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation [[signed]] an [[agreement]] to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .","Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation [[gestural]] an [[correspondence]] to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference .",0.0006731748580932617,0.7187666296958923,2,1,2,169,"Successful"
"Metsa-Botnia will finance the [[payment]] of dividends , the repayment of [[capital]] and the repurchase of its own [[shares]] with the [[funds]] [[deriving]] from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by [[utilising]] its existing financing [[facilities]] .","Metsa-Botnia will finance the [[defrayal]] of dividends , the repayment of [[chapiter]] and the repurchase of its own [[portion]] with the [[fund]] [[educe]] from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by [[utilise]] its existing financing [[adeptness]] .",0.0006504654884338379,0.7028302550315857,1,2,1,151,"Successful"
"The technology park will be [[built]] near St. Petersburg-based Pulkovo airport .","The technology park will be [[reinforced]] near St. Petersburg-based Pulkovo airport .",0.0007994771003723145,0.9043987989425659,1,2,1,47,"Successful"
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would [[cut]] less than 20 [[jobs]] from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .","Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would [[rationalize]] less than 20 [[speculate]] from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",0.0018451809883117676,0.9993435740470886,0,1,0,213,"Successful"
"The [[number]] of [[magazine]] and newspaper readers remained [[unchanged]] .","The [[total]] of [[cartridge]] and newspaper readers remained [[unaltered]] .",0.0005542635917663574,0.0019289851188659668,1,1,1,72,"Failed"
"Blyk is [[launching]] first in the UK market in mid-2007 , with other markets to [[follow]] .","Blyk is [[entry]] first in the UK market in mid-2007 , with other markets to [[succeed]] .",0.00185394287109375,0.9986852407455444,1,2,1,82,"Successful"
"`` Nokia 's Calling All Innovators Africa [[competition]] has been specifically [[launched]] to enable developers to create locally relevant , best-of-breed mobile applications . ''","`` Nokia 's Calling All Innovators Africa [[contest]] has been specifically [[establish]] to enable developers to create locally relevant , best-of-breed mobile applications . ''",0.0012004375457763672,0.5799524784088135,2,1,2,90,"Successful"
"The company said that sales in the three months to the end of March [[slid]] to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .","The company said that sales in the three months to the end of March [[slue]] to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .",0.0012734532356262207,0.9984849095344543,0,2,0,160,"Successful"
"In the next few [[years]] , the ICT sector 's [[share]] of electricity consumption will be [[raised]] by the [[increase]] in the popularity of smartphones .","In the next few [[yr]] , the ICT sector 's [[percentage]] of electricity consumption will be [[elevate]] by the [[growth]] in the popularity of smartphones .",0.0007442831993103027,0.8782185912132263,1,2,1,146,"Successful"
"Also , it is bringing in `` the right kind of people '' to [[upgrade]] its human resources .","Also , it is bringing in `` the right kind of people '' to [[raise]] its human resources .",0.0006095170974731445,0.8420652747154236,2,1,2,81,"Successful"
"According to Soosalu , [[particular]] [[attention]] was paid to residents privacy and security in the design of the Aleksandri Street building .","According to Soosalu , [[exceptional]] [[aid]] was paid to residents privacy and security in the design of the Aleksandri Street building .",0.0010665059089660645,0.9958298802375793,1,2,1,94,"Successful"
"In Sweden , there is an [[oversupply]] of pharmacies .","In Sweden , there is an [[surfeit]] of pharmacies .",0.001968562602996826,0.9995473027229309,0,1,0,23,"Successful"
"[[Net]] [[sales]] in 2007 are [[expected]] to be 10 % up on 2006 .","[[last]] [[sale]] in 2007 are [[wait]] to be 10 % up on 2006 .",0.0005689263343811035,0.6922045946121216,2,1,2,68,"Successful"
"Unbelievably , the [[company]] that [[makes]] them - Fiskars Corporation - was [[formed]] in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to [[establish]] a blast furnace and forging operation in the small Finnish village of Fiskars .","Unbelievably , the [[companionship]] that [[gain]] them - Fiskars Corporation - was [[mould]] in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to [[demonstrate]] a blast furnace and forging operation in the small Finnish village of Fiskars .",0.001411736011505127,0.6570756435394287,1,2,1,340,"Successful"
"The total value of the project is estimated to be over [[3]].0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .","The total value of the project is estimated to be over [[triplet]].0 mln euro $ 4.4 mln , of which the services will be over 2.0 mln euro $ 2.9 mln and third-party licences more than 1.0 mln euro $ 1.5 mln .",0.0005016326904296875,0.9949411749839783,1,2,1,205,"Successful"
"Affecto will [[provide]] a [[new]] EFI Data Warehouse and reporting solution , behavioural scoring system [[supporting]] operational decision processes and Data Migration from [[old]] legacy systems to the [[new]] EFI system .","Affecto will [[supply]] a [[young]] EFI Data Warehouse and reporting solution , behavioural scoring system [[endure]] operational decision processes and Data Migration from [[honest-to-god]] legacy systems to the [[Modern]] EFI system .",0.0006646513938903809,0.8581792712211609,1,2,1,223,"Successful"
"Ethanol would be made from barley , and production could [[start]] in 2008 .","Ethanol would be made from barley , and production could [[jump]] in 2008 .",0.0008423328399658203,0.9992451667785645,1,2,1,111,"Successful"
"And U.S. energy executives say high steel prices are [[threatening]] energy exploration .","And U.S. energy executives say high steel prices are [[minatory]] energy exploration .",0.0024126768112182617,0.9966782927513123,0,1,0,114,"Successful"
"MegaFon 's [[subscriber]] [[base]] increased [[16]].[[1]] % in 2009 to [[50]].[[5]] [[million]] users as of December 31 , while its [[market]] [[share]] by the [[number]] of [[customers]] amounted to 24 % as of [[late]] 2009 , up from [[23]] % as of [[late]] 2008 , [[according]] to TeliaSonera [[estimates]] .","MegaFon 's [[reader]] [[lowly]] increased [[XVI]].[[ace]] % in 2009 to [[fifty]].[[pentad]] [[zillion]] users as of December 31 , while its [[commercialize]] [[part]] by the [[enumerate]] of [[customer]] amounted to 24 % as of [[latterly]] 2009 , up from [[XXIII]] % as of [[lately]] 2008 , [[allot]] to TeliaSonera [[figure]] .",0.0005170106887817383,0.4825679063796997,2,2,2,358,"Failed"
"Operating profit excluding non-recurring items totaled EUR 5.4 mn [[compared]] to EUR 5.5 mn in the corresponding period in 2007 .","Operating profit excluding non-recurring items totaled EUR 5.4 mn [[liken]] to EUR 5.5 mn in the corresponding period in 2007 .",0.03592783212661743,0.8902544379234314,0,1,0,137,"Successful"
"It is [[expected]] to be [[online]] by 2011 .","It is [[anticipate]] to be [[on-line]] by 2011 .",0.0009256601333618164,0.007066130638122559,1,1,1,29,"Failed"
"Finnish Raute Precision that [[supplies]] [[weighing]] and dosing systems and [[plants]] is [[changing]] its [[name]] to Lahti Precision .","Finnish Raute Precision that [[supplying]] [[librate]] and dosing systems and [[engraft]] is [[exchange]] its [[mention]] to Lahti Precision .",0.0006051063537597656,0.024342894554138184,1,1,1,163,"Failed"
"They are also [[upset]] that some of the machinery and work is taken over to Poland .","They are also [[swage]] that some of the machinery and work is taken over to Poland .",0.0018328428268432617,0.9997049570083618,0,1,0,144,"Successful"
"The new factory working model and reorganisations would decrease Nokian Tyres ' [[costs]] in the factory by EUR 30 million ( USD 38.7 m ) .","The new factory working model and reorganisations would decrease Nokian Tyres ' [[be]] in the factory by EUR 30 million ( USD 38.7 m ) .",0.0006921291351318359,0.9995251893997192,2,0,2,128,"Successful"
"Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to [[dissolve]] the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .","Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to [[resolve]] the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",0.002170741558074951,0.7856389284133911,1,2,1,198,"Successful"
"We look [[forward]] to helping the company [[develop]] its operational services and further digitalize its services for its customers . ''","We look [[forrard]] to helping the company [[explicate]] its operational services and further digitalize its services for its customers . ''",0.0008196234703063965,0.6684492230415344,2,1,2,143,"Successful"
"- [[Profit]] before taxes was EUR [[105]].[[9]] [[82]].[[7]] million .","- [[earnings]] before taxes was EUR [[cv]].[[nine]] [[eighty-two]].[[seven]] million .",0.004720568656921387,0.22439879179000854,1,1,1,77,"Failed"
"The study is expected to provide proof of pharmacodynamic activity in humans , [[corroborate]] the safety profile and establish dose [[ranges]] for further therapeutic studies .","The study is expected to provide proof of pharmacodynamic activity in humans , [[sustain]] the safety profile and establish dose [[reach]] for further therapeutic studies .",0.0017815232276916504,0.9976842403411865,1,2,1,210,"Successful"
"In future , the plant will [[focus]] on the production of flange [[profiles]] for wind farm towers .","In future , the plant will [[rivet]] on the production of flange [[visibility]] for wind farm towers .",0.000677943229675293,0.9849205017089844,1,2,1,122,"Successful"
"[[According]] to Honka Japan 's [[Managing]] [[Director]] Marko Saarelainen , Honkarakenne [[exports]] about [[200]] ready made log houses to Japan a year .","[[harmonize]] to Honka Japan 's [[contend]] [[conductor]] Marko Saarelainen , Honkarakenne [[exportation]] about [[cc]] ready made log houses to Japan a year .",0.0007255673408508301,0.5317349433898926,1,2,1,156,"Successful"
"Niklas Skogster has been [[employed]] by the [[ABB]] Group in [[various]] [[positions]] [[concerning]] the [[development]] of operations .","Niklas Skogster has been [[hire]] by the [[RPA-ABB]] Group in [[several]] [[put]] [[worry]] the [[growth]] of operations .",0.000631868839263916,0.7269113659858704,1,0,1,137,"Successful"
"Most of the [[raw]] materials [[come]] from Europe and the US and are [[paid]] in euros or US dollars , while sales [[take]] [[place]] in rubles .","Most of the [[bleak]] materials [[get]] from Europe and the US and are [[bear]] in euros or US dollars , while sales [[strike]] [[order]] in rubles .",0.0004744529724121094,0.617097020149231,1,0,1,333,"Successful"
"[[Last]] month , Outokumpu [[sold]] more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic [[goal]] of becoming the world 's largest stainless steel maker .","[[endure]] month , Outokumpu [[betray]] more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic [[end]] of becoming the world 's largest stainless steel maker .",0.0005635619163513184,0.9884861707687378,2,0,2,148,"Successful"
